RegionID,SizeRank,RegionName,RegionType,StateName,2017-11-30,2017-12-31,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31
394521,70,"Dayton, OH",Msa,OH,134900.0,124900.0,125000.0,129000.0,135900.0,139900.0,144000.0,149900.0,154900.0,149900.0,144750.0,144900.0,142900.0,139900.0,144865.0,144900.0,154900.0,159900.0,168900.0,174900.0,184900.0,179900.0,169900.0,166985.0,167000.0,161990.0,163000.0,174900.0,195000.0,197900.0,206900.0,209900.0,199900.0,198600.0,199900.0,210000.0,208445.0,201900.0,206990.0,219500.0,210000.0,219900.0,230000.0,229900.0,224900.0
394843,71,"McAllen, TX",Msa,TX,195000.0,190000.0,191500.0,189900.0,189900.0,194900.0,194500.0,195000.0,195000.0,195000.0,198000.0,192000.0,190000.0,189900.0,190000.0,198000.0,199500.0,205000.0,207500.0,209006.0,205000.0,200000.0,199900.0,200000.0,200000.0,199900.0,199500.0,199500.0,199500.0,199000.0,209000.0,216000.0,220000.0,220000.0,229000.0,234500.0,230000.0,227000.0,225000.0,230000.0,240000.0,245000.0,249000.0,257250.0,259000.0
394486,72,"Columbia, SC",Msa,SC,204900.0,199900.0,199900.0,205000.0,214000.0,224900.0,229900.0,235000.0,229900.0,226182.0,229750.0,225000.0,235000.0,235000.0,237900.0,237600.0,240000.0,249000.0,249000.0,249000.0,239900.0,235000.0,234900.0,229900.0,226275.0,227523.0,229900.0,236515.0,240990.0,244000.0,249000.0,249900.0,253900.0,255000.0,249900.0,242400.0,246224.0,245000.0,248000.0,254100.0,259900.0,265400.0,268650.0,268575.0,276400.0
394648,73,"Greensboro, NC",Msa,NC,198000.0,195000.0,194500.0,207985.0,219000.0,230000.0,239900.0,237000.0,249900.0,259900.0,258800.0,254000.0,249900.0,245900.0,250000.0,259900.0,269900.0,279000.0,289900.0,274900.0,273464.0,266000.0,269000.0,264900.0,262900.0,262000.0,259590.0,260000.0,269000.0,260000.0,279900.0,294750.0,293300.0,299000.0,279900.0,269000.0,259900.0,259900.0,261465.0,254900.0,269900.0,278500.0,269900.0,278000.0,279900.0
394304,74,"Akron, OH",Msa,OH,149900.0,147900.0,139900.0,144000.0,150000.0,159500.0,169500.0,174900.0,174900.0,169000.0,164000.0,159900.0,154900.0,149900.0,149900.0,155000.0,160000.0,164900.0,175000.0,179900.0,178000.0,174900.0,167500.0,164900.0,157500.0,149900.0,149900.0,155000.0,164900.0,169900.0,179000.0,185000.0,186000.0,189000.0,174900.0,174900.0,164850.0,155000.0,154700.0,161999.0,175000.0,186650.0,189900.0,189900.0,185000.0
753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,355690.0,359000.0,359500.0,359900.0,361502.0,359450.0,365900.0,369621.0,369900.0,364000.0,355000.0,355500.0,352900.0,350000.0,359000.0,359900.0,365000.0,375000.0,375900.0,379900.0,375000.0,369999.0,367500.0,373620.0,376900.0,375000.0,375000.0,375000.0,375000.0,362330.0,364820.0,372000.0,379900.0,379332.0,379900.0,379900.0,379900.0,389000.0,"","","","","","",""
394798,76,"Little Rock, AR",Msa,AR,165439.0,169577.0,170129.0,172795.0,174635.0,177394.0,179325.0,179233.0,176566.0,174635.0,174635.0,177026.0,174727.0,174635.0,174635.0,176566.0,183003.0,185826.0,197625.0,197717.0,197717.0,197717.0,193027.0,193119.0,190544.0,190360.0,190360.0,193119.0,201395.0,202315.0,206913.0,206821.0,205994.0,202315.0,206913.0,208209.0,213329.0,213244.0,215000.0,215000.0,233000.0,230000.0,229899.0,234900.0,234900.0
395134,77,"Stockton, CA",Msa,CA,355924.0,356769.0,361559.0,361465.0,352167.0,366254.0,364329.0,370950.0,370950.0,361559.0,361465.0,360619.0,355924.0,356863.0,352167.0,352167.0,365315.0,389732.0,399029.0,403349.0,413210.0,415745.0,408467.0,408305.0,413163.0,412740.0,403725.0,407678.0,412271.0,408232.0,412271.0,431053.0,439505.0,449835.0,446079.0,441383.0,440444.0,446971.0,450000.0,480000.0,470000.0,499000.0,499900.0,538500.0,549999.0
394457,78,"Charleston, SC",Msa,SC,365736.0,364913.0,364913.0,371972.0,374973.0,383204.0,388692.0,385024.0,384027.0,374973.0,365818.0,365370.0,363541.0,357595.0,363541.0,374882.0,384119.0,388692.0,388692.0,388692.0,382290.0,370400.0,365736.0,365736.0,364913.0,363998.0,364913.0,371223.0,384110.0,376711.0,393173.0,399666.0,402410.0,410641.0,410641.0,412240.0,415000.0,422670.0,425000.0,444999.0,454945.0,469990.0,499000.0,499000.0,475000.0
395143,79,"Syracuse, NY",Msa,NY,134217.0,133437.0,129971.0,137770.0,142882.0,147214.0,147214.0,147214.0,150767.0,150767.0,147301.0,147214.0,147214.0,146348.0,147214.0,151547.0,155879.0,164544.0,168876.0,170289.0,168876.0,164197.0,163764.0,160211.0,160211.0,160298.0,161944.0,168876.0,173209.0,186206.0,190538.0,194957.0,194957.0,194870.0,194957.0,197364.0,184232.0,188011.0,189900.0,215000.0,225000.0,239900.0,245000.0,245000.0,230000.0
394484,80,"Colorado Springs, CO",Msa,CO,472886.0,485931.0,476574.0,467451.0,472886.0,466364.0,461907.0,434729.0,418532.0,411900.0,407661.0,407661.0,407631.0,407661.0,427692.0,434729.0,451144.0,451143.0,461907.0,467451.0,483649.0,467342.0,466364.0,467342.0,472778.0,462015.0,462015.0,462515.0,478322.0,485756.0,489111.0,489193.0,500064.0,489123.0,472886.0,467450.0,467451.0,467070.0,"","","","","","",""
395235,81,"Winston-Salem, NC",Msa,NC,209900.0,209900.0,210000.0,215000.0,215000.0,219900.0,220000.0,226000.0,249000.0,253400.0,249900.0,249000.0,244450.0,244900.0,248900.0,255000.0,265000.0,275450.0,287000.0,285000.0,284900.0,280470.0,280470.0,280590.0,275990.0,274900.0,274900.0,288900.0,289945.0,282900.0,299900.0,309900.0,309900.0,304900.0,299000.0,289900.0,283500.0,279900.0,282095.0,281800.0,287400.0,289900.0,289900.0,292400.0,296990.0
395224,82,"Wichita, KS",Msa,KS,175000.0,174900.0,179900.0,193500.0,199900.0,209900.0,209900.0,205000.0,204075.0,199900.0,198000.0,196650.0,187000.0,187500.0,195000.0,199900.0,211900.0,222000.0,227450.0,227500.0,219500.0,216500.0,215000.0,215000.0,209900.0,200000.0,199500.0,205000.0,224500.0,229800.0,249450.0,267000.0,267600.0,259500.0,"",231944.0,229900.0,225000.0,229900.0,249900.0,254000.0,249500.0,240000.0,225000.0,220000.0
395115,83,"Springfield, MA",Msa,MA,242448.0,242448.0,241609.0,247206.0,259333.0,265863.0,269595.0,270434.0,265863.0,256535.0,251777.0,247206.0,242542.0,237784.0,237784.0,237878.0,251777.0,265863.0,278923.0,279763.0,276031.0,277990.0,275098.0,269595.0,260266.0,258773.0,260266.0,269595.0,286852.0,297767.0,307748.0,321741.0,326405.0,326405.0,317077.0,319900.0,314900.0,299000.0,299000.0,315000.0,339900.0,364000.0,349900.0,340000.0,339900.0
394440,84,"Fort Myers, FL",Msa,FL,248380.0,248463.0,248462.0,248462.0,248463.0,251693.0,248380.0,248380.0,248380.0,247635.0,247635.0,248297.0,247635.0,244322.0,246169.0,247635.0,247635.0,247635.0,247635.0,247635.0,246658.0,244322.0,243494.0,247635.0,248380.0,254675.0,256745.0,264613.0,267512.0,258402.0,264944.0,272481.0,272481.0,269168.0,269168.0,272481.0,269168.0,269168.0,"","","","","","",""
394399,85,"Boise City, ID",Msa,ID,309900.0,329500.0,340000.0,359900.0,345000.0,359521.0,366457.0,360000.0,354900.0,349990.0,349990.0,345000.0,340000.0,339990.0,343990.0,353990.0,369000.0,384900.0,389990.0,389900.0,385000.0,379900.0,375730.0,367900.0,369000.0,369900.0,378980.0,389000.0,396477.0,394990.0,399900.0,414900.0,424990.0,424990.0,429990.0,439500.0,460334.0,459000.0,463900.0,484990.0,500000.0,529990.0,554990.0,567368.0,557000.0
395160,86,"Toledo, OH",Msa,OH,129900.0,125900.0,125000.0,125900.0,139500.0,145000.0,149900.0,149900.0,149900.0,143900.0,143500.0,143000.0,139900.0,139900.0,139900.0,140000.0,159995.0,174900.0,185000.0,185000.0,179900.0,173400.0,165000.0,164500.0,159900.0,159900.0,159800.0,159900.0,164900.0,174999.0,197500.0,199900.0,206000.0,219995.0,199999.0,199000.0,179900.0,179000.0,180000.0,199900.0,192350.0,185000.0,189900.0,185000.0,179999.0
394816,87,"Madison, WI",Msa,WI,297473.0,297473.0,307735.0,319022.0,326205.0,328257.0,327334.0,328257.0,328257.0,317996.0,312865.0,307837.0,307735.0,312865.0,323126.0,338518.0,348780.0,343649.0,347856.0,346727.0,338621.0,338518.0,333490.0,333388.0,333388.0,333388.0,338518.0,353910.0,359041.0,359041.0,364171.0,368378.0,359041.0,353910.0,343752.0,353910.0,353294.0,359143.0,361000.0,364900.0,362500.0,364900.0,374900.0,374900.0,369900.0
394766,88,"Lakeland, FL",Msa,FL,230650.0,230650.0,226632.0,231783.0,235491.0,236933.0,236933.0,236933.0,237634.0,236830.0,232710.0,231680.0,230753.0,231680.0,231680.0,231680.0,231783.0,235903.0,240997.0,239972.0,240951.0,239663.0,238164.0,236933.0,236830.0,236923.0,236933.0,242083.0,242525.0,240014.0,241554.0,242187.0,247225.0,249511.0,252384.0,253054.0,253155.0,258208.0,259000.0,260202.0,271710.0,289900.0,299900.0,308325.0,306900.0
394931,89,"Ogden, UT",Msa,UT,339628.0,339628.0,349974.0,365649.0,381429.0,385295.0,386549.0,390729.0,386549.0,376204.0,376099.0,368784.0,371321.0,381324.0,391356.0,396059.0,406509.0,412779.0,406509.0,397104.0,395955.0,391879.0,378294.0,365649.0,370352.0,376199.0,393342.0,403792.0,402329.0,397104.0,417482.0,433679.0,444130.0,438800.0,444025.0,447500.0,458500.0,468000.0,"","","","","","",""
394528,90,"Daytona Beach, FL",Msa,FL,269800.0,269900.0,269000.0,272400.0,274500.0,278500.0,286500.0,289000.0,287900.0,284900.0,279900.0,277000.0,274900.0,274000.0,274900.0,275000.0,280000.0,288500.0,289500.0,289000.0,284900.0,279900.0,277990.0,276996.0,277000.0,279000.0,279000.0,285000.0,287000.0,279900.0,280000.0,284900.0,289500.0,289000.0,291500.0,290000.0,293900.0,290830.0,295000.0,305000.0,310900.0,328400.0,334000.0,345000.0,348000.0
394531,91,"Des Moines, IA",Msa,IA,279500.0,279900.0,282900.0,290500.0,295900.0,299500.0,299900.0,299500.0,297500.0,289900.0,289000.0,289800.0,285000.0,280000.0,283900.0,287400.0,289900.0,292900.0,289900.0,289900.0,284254.0,275000.0,270000.0,260650.0,259900.0,258710.0,264500.0,269900.0,274900.0,274900.0,279900.0,284990.0,283500.0,278300.0,275550.0,270500.0,269900.0,272000.0,275000.0,280000.0,289200.0,300350.0,311735.0,319000.0,325000.0
394711,92,"Jackson, MS",Msa,MS,231875.0,235661.0,231780.0,231780.0,236512.0,241245.0,241245.0,246071.0,241245.0,236512.0,232820.0,227048.0,227048.0,227048.0,227048.0,231875.0,236134.0,245125.0,245977.0,249857.0,245125.0,245125.0,243232.0,244084.0,241339.0,250709.0,250709.0,250709.0,252696.0,255441.0,267366.0,279196.0,289512.0,288187.0,287904.0,289900.0,289000.0,284999.0,279000.0,279000.0,270000.0,279000.0,286560.0,271900.0,275000.0
394352,94,"Augusta, GA",Msa,GA,219900.0,219900.0,222900.0,225800.0,229900.0,234000.0,235000.0,234900.0,229500.0,225000.0,224900.0,224900.0,220000.0,221300.0,221900.0,220240.0,229900.0,239000.0,239000.0,234900.0,238370.0,235900.0,236000.0,234900.0,230400.0,230000.0,230500.0,234900.0,239000.0,245000.0,250000.0,254900.0,250850.0,259900.0,264900.0,259900.0,250000.0,250000.0,253800.0,259180.0,269000.0,279500.0,290000.0,289000.0,292000.0
394666,96,"Harrisburg, PA",Msa,PA,203148.0,203038.0,208528.0,216874.0,230600.0,236091.0,245864.0,241471.0,236091.0,238287.0,240483.0,233785.0,219619.0,224012.0,226208.0,227305.0,230600.0,236091.0,241471.0,252562.0,258052.0,256845.0,252562.0,252452.0,252452.0,252452.0,251793.0,261347.0,268484.0,268924.0,273975.0,279905.0,279246.0,273865.0,272767.0,275000.0,255200.0,257000.0,260600.0,274900.0,292000.0,299000.0,295000.0,268600.0,259900.0
395006,100,"Provo, UT",Msa,UT,382152.0,378232.0,383861.0,404334.0,409451.0,398499.0,392460.0,388877.0,387956.0,388980.0,383759.0,378641.0,373625.0,373625.0,377720.0,385612.0,396043.0,392972.0,392383.0,394098.0,398192.0,399206.0,398182.0,391948.0,389708.0,394098.0,397066.0,409452.0,424704.0,411196.0,424807.0,440059.0,457706.0,469744.0,478675.0,475988.0,494925.0,496461.0,500000.0,499990.0,499999.0,529900.0,549949.0,559000.0,550000.0
394602,159,"Fort Collins, CO",Msa,CO,425405.0,431752.0,438972.0,434191.0,439070.0,443851.0,444583.0,450833.0,439070.0,435111.0,431264.0,429313.0,425378.0,424434.0,424434.0,428337.0,433206.0,432201.0,438972.0,438972.0,429264.0,424434.0,424434.0,424434.0,427254.0,426298.0,437016.0,447851.0,457608.0,453706.0,455657.0,466390.0,467366.0,463463.0,453706.0,450778.0,454642.0,458096.0,"","","","","","",""
